"","LI_CD","LI_ENG_NM","LI_KOR_NM","x_coord","y_coord","num"
"11941","4772031037","Bohyeon-ri","보현리",128.439171741713,36.2967551309417,0
"11942","4772031038","Bokseong-ri","복성리",128.479002119202,36.2992372650879,0
"11943","4772031039","Wiseong-ri","위성리",128.453624387253,36.282196440094,0
"11944","4772031040","Dalsan-ri","달산리",128.445210768682,36.2610816356875,0
"11945","4772031041","Song-won-ri","송원리",128.477835174806,36.2566403226723,0
"11946","4772031042","Sin-gye-ri","신계리",128.481720753603,36.2452885382057,0
"11947","4772031043","Dosan-ri","도산리",128.448584793099,36.2376385936605,0
"11948","4772031044","Seogyeong-ri","서경리",128.499512290235,36.2412280701757,0
"11949","4772031045","Pyeongho-ri","평호리",128.502230181691,36.2095452438605,0
"11950","4772031046","Sanbeop-ri","산법리",128.517940730125,36.2248725358115,0
